Source,Target
PPARA,SLC16A1
JUN,AREG
NFE2L2,CFTR
PPARG,GIPR
MYOG,CDH15
HMGA1,IGF1R
NFYA,AKR1C1
RUNX1,HAPLN1
RUNX2,HAPLN1
RUNX1,NFE2
ZEB1,REST
NFE2L2,NOX1
TBX2,NDRG1
JUN,CDX2
JUNB,CDX2
FOSL1,MAPK8
RUNX2,FSHB
CUX1,CD44
MEF2A,PLAGL1
FOSL1,NOS3
RUNX2,TG
JUN,PIN1
FOXA2,EXOC4
FOXA2,IL6
NR3C1,BGLAP
MYOG,NPPA
MYOG,GATA4
GATA4,MYOG
NFKB1,SLC25A27
NFKB1,CCNE1
SMARCC1,OPRM1
SREBF1,PNPLA3
MYC,ID1
ID2,SEMA3F
TCF3,SEMA3F
TCF3,RHOA
ZNF331,CCNB1
ZNF331,CDC25C
ZNF331,CDK1
ZNF331,TP53
SOX6,HBG1
RUNX1,LTB4R
MEF2A,TRIM72
MYOG,TRIM72
KLF3,CKM
HIF1A,CSF3
NFKB1,USF2
NFKB1,ALB
NFKB1,BLVRA
MEF2C,BMP2
NFKB1,KEAP1
JUNB,SFTPB
JUN,TTF1
JUNB,TTF1
JUN,NKX2-1
JUNB,NKX2-1
NFKB1,CAPNS1
PPARA,GCLC
PPARA,GLRX
NFKB1,PHF11
TP73,FLT1
ZEB1,CDKN2B
MAFA,IL1B
NFATC2,IL1B
NFKB1,FABP5
NFE2L2,GADD45GIP1
HIF1A,NOX4
NR3C1,ALOX15B
IRF8,IL27
NFKB1,IL27
HIF1A,KPNA7
HIF1A,NEDD9
JUN,ANKRD2
JUNB,ANKRD2
NFKB1,ANKRD2
JUN,RAF1
NEUROD1,GDNF
HIF1A,CCN2
SREBF2,FDPS
NFE2L2,CUL3
NFE2L2,RBX1
NFE2L2,SQSTM1
GFI1,ID2
TBX18,CDKN2A
TBX18,DISC1
TBX18,GNA11
TBX18,SLIT1
MYC,GPT
ARNT,COMMD1
SREBF1,TRIB3
NFKB1,SP3
OVOL1,CDH2
NR3C1,SCARB1
ZFP42,MAP2K3
PPARA,CDKN1A
PPARA,TGFBRAP1
JUNB,TSPO
JUN,MCL1
JUNB,MCL1
TBP,ANK1
JUN,BEX2
IRF3,CCL2
IRF3,CCL3
PPARG,ERP44
POU5F1,CDX2
JUN,CCND2
JUN,STMN2
SIX1,MYOG
POU5F1,PHC1
POU5F1,USP44
NFKB1,RETN
CEBPG,ADH1B
CEBPG,ADH4
ARNT,CDKN1A
HR,NOS2
HR,SAMHD1
JUN,PTK2B
JUNB,PTK2B
JUN,TREX1
JUNB,TREX1
ZNF436,RNF114
RUNX1,GFI1
GFI1,SPI1
TCF3,LMO2
JUN,AQP5
JUNB,AQP5
NFKB1,AQP5
SATB1,IL5
HIF1A,LGALS1
HMGA1,BCL2
TFAP4,PPP2R2B
NFKB1,ING4
FOXA2,MLXIPL
CEBPG,CTSL
RUNX1,FPGS
TCF3,FPGS
NFKB1,PTGES
HIF1A,CITED1
HIF1A,GC
GFI1,RELA
GFI1,TNF
MYC,TRPC4AP
JUNB,MYL9
JUN,MYL9
PPARG,IL10
SFPQ,TOP2B
NFKB1,ALOX5
PROX1,GHRHR
PPARG,SLC22A5
MYC,LIN28A
CEBPG,DDR2
JUN,HSPA4
MYC,RBFOX2
MYC,MAPK8
FOXA2,ABCC2
FOXA2,GCK
TFAP4,PIN1
CEBPG,ATF3
CEBPG,IGFBP5
NFKB1,NRF1
PPARG,RUNX2
NFKB1,PADI1
NFKB1,BAD
HIF1A,PPFIA4
NFKB1,ABCG2
IKZF2,INPP5D
JUN,TP63
ID2,NOTCH1
TEF,CXCL8
NFKB1,NOX4
PPARG,NOX4
JUN,CD320
JUNB,CD320
FOXA2,CD320
MZF1,CD320
RREB1,CD320
NFE2L2,NOTCH1
NFKB1,DVL1
KLF2,EDN1
KLF2,MAPK7
BCL6,RGS4
NFYA,RGS4
BCL6,CASP1
NFYA,CASP1
TBP,CYP1B1
TBP,KAT2B
MYC,TFRC
NR3C1,EPO
JUN,FBXW7
JUN,PRKN
MYC,MIR17HG
GFI1,SOCS1
SMAD2,IL6R
JUN,TSLP
JUNB,TSLP
CUX1,LINGO1
POU2F1,PRL
PPARG,SIRT1
SIRT1,PPARG
ZNF217,ERBB3
PPARA,CMKLR1
IRF4,IL9
IRF8,GAS2
SP7,IBSP
SP7,MAPK1
MYC,CDK6
NFKB1,CDK6
PRRX1,SP7
POU3F1,IL6
NFKB1,ADAM12
NFE2L2,CRBN
FOXA2,GATA4
MYC,CCNG2
MYC,WIF1
NFKB1,UACA
TFE3,COL1A2
TFE3,TGFB1
HOXB7,KDM1A
HOXD8,KDM1A
MYC,ERBB2
MAFA,CRYAA
HR,RAPSN
NFKB1,RAPSN
NFKB1,SLC9A2
SREBF2,PON1
ZBTB16,AGTR2
SMAD3,SLC5A8
FOXA2,TTR
GATA4,IGFBP5
ZNF513,ARR3
HR,RAD51
JDP2,CCNA2
TCF7L2,ACVRL1
TCF7L2,SMAD1
JUN,SLC6A6
NFE2L2,CBR3
ZEB1,TP73
MEIS2,KRT19
SP7,SOST
NR1D1,NPAS2
JUN,PHEX
JUNB,PHEX
DLX4,BRCA1
FOXA2,SNAI2
NFKB1,DMBT1
GATA6,PDGFRA
TWIST1,SHH
JUN,SRXN1
JUNB,SRXN1
PPARG,DDIT3
NFATC2,HSF1
CUX1,CYP7A1
FERD3L,FOXA2
FOXA2,FERD3L
SON,AVP
SMAD2,HGF
SMAD3,HGF
MYC,CCNB2
NFKB1,BAG1
FOXP2,PLAUR
FOXP2,SRPX2
ZNF143,CDC6
ZNF143,PLK1
ID2,BMAL1
ID2,CLOCK
NFKB1,FGF10
JUN,MET
JUN,NPY6R
RUNX1,MYL9
SON,GHSR
SON,LEP
SON,RB1
SON,PRKAA2
MYC,ING4
MYC,PLPP3
DLX4,RXFP2
NR3C1,DEFB1
TCF7,IL2
NFE2L2,CYP2A6
SP7,COL5A1
TCF7L2,PMEPA1
SIX3,WNT8B
JUNB,CSF1
NFKB1,CHRNA7
NFKB1,MSH3
MYC,RAD50
MYC,RAD51
MYC,RAD51B
MYC,RAD51C
MYC,XRCC2
MYC,XRCC4
NR3C1,HTR2A
TCF3,HTR2A
JUN,TBX3
JUNB,TBX3
JUN,WNK4
JUNB,WNK4
ZNF384,WNT2
HIF1A,SLC11A2
DMRT1,SLC11A2
NFKB1,MME
KLF2,TP53
PPARA,PLIN2
PPARG,FABP3
TBX15,PLIN2
HIF1A,CCL4
NR3C1,KLF15
NFYA,DDIT3
POU2F1,ISL1
NFKB1,LCT
TBX15,TBX15
ONECUT1,CYP51A1
ONECUT1,HSPH1
RXRA,BMAL1
RXRA,SERPINE1
FOXI1,CFTR
JUN,ERCC4
JUNB,ERCC4
JUN,AXL
JUNB,AXL
MYC,LILRB1
SREBF1,LRP1
GATA4,EPOR
HIF1A,CCN1
GATA4,EP300
MEF2C,EP300
NFKB1,LBR
JUN,PON1
DLX4,UBE2D3
NFE2L2,PPARGC1B
SIX1,TGFBR1
MAFA,TNF
NFKB1,AGT
POU2F1,RPTOR
IRF4,RUNX3
TEF,BCL2
KLF2,CCN3
NFKB1,DIO2
MLXIP,KIT
RUNX1,KIT
IRF4,APOBEC3G
NFATC2,APOBEC3G
TEF,HSPA4
ZEB1,OXTR
PPARA,G6PC1
POU5F1,FGF8
POU5F1,WNT3
GATA4,TP53
FOSL1,JUNB
JUNB,JUNB
NFKB1,CITED2
MYC,MMP10
ATF6,ALG12
SFPQ,STAT6
JUN,BRF1
TBP,JUN
GATA4,FGF2
PPARG,CCL20
IRF8,IFNB1
NFKB1,SELENOS
TCF3,JAK2
JUN,GSTK1
GATA4,MUC5B
GATA6,MUC5B
GATA6,TGFB1
NFE2L2,IL6
TP73,ERBB2
RUNX1,PF4
IRF6,NOS2
TEF,TSHB
SIX1,TSHB
FOXA2,CA2
TCF3,FOXP3
SMAD2,ABCG2
IRF3,TANK
RXRA,IGF2
JUN,SLC29A1
NFATC2,CCR9
NFKB1,TLR10
JUN,TLR10
JUNB,TLR10
NFKB1,TGM2
PPARG,CDH2
SMAD2,MYF5
SMAD3,MYF5
RUNX1,SLC9A3R1
CEBPG,FOXA1
NFKB1,SPTLC2
JUN,ENPP1
JUNB,ENPP1
TEAD4,VEGFB
NFE2L2,KIF17
NFE2L2,KIF1A
PPARA,DEPP1
IRF3,SV2A
GATA4,PPP1R9B
JUN,SERPINB5
TBX3,GATA6
BCL6,NOS2
JUN,CARM1
HIF1A,FBLN5
HIF1A,NEDD8
NFKB1,KLF4
MAFA,MAFA
HIF1A,IGFBP3
HIF1A,TFF1
ID2,IGFBP3
ID2,TFF1
JUN,MBD3
PROX1,NOTCH1
TBX18,GJA1
HIF1A,ALAS2
TFE3,GPNMB
TFE3,FLCN
NFKB1,L1CAM
NFKB1,UBC
JUN,UCHL1
JUNB,UCHL1
NFKB1,UCHL1
NFE2L2,MDM2
IRF6,BCL2
TCF3,CD38
IRF8,CIITA
IRF8,GSTP1
MYC,TP53INP1
IRF8,TLR3
NR3C1,SLC2A5
NR3C1,SLC5A1
HIF1A,HP
TFAP4,SALL2
IRF8,TRIM63
JUN,NRF1
MEF2A,PRKAA2
TP73,BAK1
MYC,JUNB
CEBPG,PRLR
GFI1,GHR
HIF1A,ELN
HIF1A,LOX
MAF,SERPINH1
MAF,CCR4
PPARA,IGF1
RUNX1,PRKCQ
NFYB,TOP2A
NFKB1,KDM2B
JUN,CAPN6
JUNB,CAPN6
POU2F1,CAPN6
HSF2,HIF1A
HIF1A,IL6
HSF2,IL6
SOX6,ACAN
SOX6,SOCS3
NFKB1,NOLC1
HIF1A,GPER1
SREBF1,IL17A
DLX3,SUMO1
BCL6,CD63
NFE2L2,AKR1B10
NFKB1,CAV1
MYC,DPP4
NFKB1,IL22RA1
MYC,GFAP
MYC,NES
PPARA,CYP1A1
MYOG,TCAP
IRF4,IL17A
PPARA,LRP2
PPARG,LRP2
TWIST1,ZEB1
POU2F1,PHF11
CTCFL,RBL2
JUN,TRAF2
HIF1A,GAPDH
TCF7,IL17A
NEUROD1,INSM2
JUN,ITGA5
JUNB,ITGA5
HIF1A,NCOR2
CEBPG,MAD1L1
GATA4,LRRC10
MEF2C,LRRC10
ARID5A,COL2A1
NEUROD1,SLIT2
ZNF143,SKP2
GATA4,KDR
JUN,NPPB
JUNB,NPPB
NFKB1,FGFR1
NFKB1,ME3
NFKB1,KMT5C
TBP,MYOD1
NR3C1,ACO1
JUN,RGS4
JUNB,RGS4
ID2,CREBBP
JUNB,FOXP3
SMAD2,FXYD3
ZEB1,FXYD3
NEUROD1,WNT1
MEF2A,FGFR1
MEF2A,ME3
NFYA,UHRF1
NFE2L2,KPNA6
HIF1A,GHR
CUX1,CD38
NR3C1,CDKN2A
NR3C1,SIRT1
HEY2,DDR1
TP73,IFNA1
POU2F1,NOX4
NFE2L2,NOX4
NEUROD1,SQSTM1
SMAD3,MYOCD
SMAD2,MYOCD
NFKB1,KRT9
JUN,COP1
NR1D1,NUPR1
NR1D1,RARRES2
NR1D1,RCVRN
NR1D1,RGR
HIF1A,ATP5IF1
HR,NRN1
ARNT,ESR2
TP73,THOP1
JUN,BCL2L11
GATA4,JARID2
RUNX1,VEGFA
HIF1A,DDX3X
NFATC2,KDM1A
PPARG,SIRT3
NFKB1,CD82
IRF4,IRF5
NFKB1,BCLAF1
JUN,APOM
JUNB,APOM
HIF1A,LRP1
TBX3,SPP1
HIF1A,HSF1
HIF1A,ESR1
ESRRG,DNMT1
HIF1A,MAT2A
NFKB1,MSR1
NFYA,IGF1
GATA4,MPG
NFE2L2,HBG1
FOXA2,PI3
MEF2A,ZNF266
NFKB1,CXCR5
JUN,IL27
JUNB,IL27
FOSL1,CEBPA
IRF8,ACOT11
IRF8,CTLA4
ARNT,CRYAB
JUN,TGFA
JUNB,TGFA
TP73,UHRF1
JUN,H1-2
SFPQ,PRL
JUN,NT5E
SMAD3,EGR2
GATA6,CAV1
RUNX1,CBFA2T3
RUNX1,SIN3A
DLX3,DLX3
MAFA,CDK4
SREBF2,NR1H3
SALL4,ABCG2
HOXB2,KAT2B
KLF2,RELN
JUN,ASAH2
JUNB,ASAH2
POU2F1,NFYA
MYC,TOP1MT
SMAD2,CCNG2
SMAD3,CCNG2
LYL1,ERG
MYC,AGTR1
NFKB1,AGTR1
MYC,KLK3
RUNX2,LRP5
CEBPG,STAT5B
PPARA,STAT5B
POU5F1,RLIM
NFKB1,DLGAP5
TP73,HMOX1
HIF1A,RARB
RUNX1,SIRT1
NFKB1,AKIP1
CTCFL,MAGEA4
PPARA,RETSAT
HR,NQO1
GFI1,ABL1
PPARG,IFNB1
JUN,ACHE
JUNB,ACHE
JUN,TKT
JUNB,TKT
PPARG,RARRES2
NFKB1,ALCAM
RUNX1,SMAD6
TCF3,PVR
NFKB1,EIF2AK1
NFKB1,PDIK1L
PPARG,DLK1
NR3C1,IL2
NFE2L2,CALCA
SP7,BGLAP
NEUROD1,OTX2
SP7,FGFR1
SP7,MARK1
SP7,ME3
GATA4,HAMP
KLF2,HBB
HIF1A,NRP2
JUN,TBK1
JUNB,TBK1
IRF3,TICAM1
SMAD2,RGCC
SMAD3,RGCC
HIF1A,SLC8A1
HR,HPSE
HR,RRM1
JUN,HMGB1
JUNB,HMGB1
NFKB1,HMGB1
DMRT1,STRA8
JUN,HAVCR2
JUN,ELP1
JUNB,ELP1
NFKB1,ABL1
NFKB1,PDK4
SMAD3,FOXA2
AIRE,TLR3
AIRE,TLR8
NFKB1,IL17C
NFE2L2,CRYZ
NR3C1,TSC22D3
NFKB1,TG
JUN,FSHB
JUNB,FSHB
NFKB1,PIK3CA
NFKB1,MST1R
SREBF1,FGF21
KLF2,KPNA2
MYC,RAC3
HIF1A,VLDLR
CUX1,DAXX
CUX1,KISS1
TWIST1,DSPP
RUNX1,P2RX3
IRF4,INPP5D
SFPQ,PER1
SFPQ,SIN3A
CEBPG,COPS5
RXRA,ABCC2
NFKB1,LGALS1
HOXB7,EGFR
MYC,PSMD10
MYC,ABCA4
MYC,ABCB6
PPARG,CTSL
PPARA,CTSL
TEAD4,CCN2
GABPA,GFI1
RUNX1,HBZ
SIX1,EYA2
JUN,SHARPIN
JUNB,SHARPIN
ZNF384,HES1
ZNF384,PDLIM7
ATF6,CREB3
MEF2C,OPN1MW
MEF2C,RGR
MEF2C,RHO
MEF2C,RPE65
TFAP4,MAPK8
TFAP4,PTPN6
MYC,CD80
MYC,SLC25A1
RUNX1,SERPINB13
RUNX1,CTSK
TP73,CASP8AP2
JUN,RHOC
JUN,GADD45A
ARNT,MFSD2A
MYC,IGF1R
MYC,IL7R
RUNX1,PIK3CG
HIF1A,SH3BP2
NFE2L2,CACNA1C
AIRE,CD28
NFKB1,SECTM1
HIF1A,MMP15
ESRRG,CYP19A1
HIF1A,ESRRG
IRF8,ARG1
NFKB1,GLRX
NFKB1,ICOSLG
NFKB1,CDK2
POU3F1,FABP7
TCF3,KISS1
ZEB1,CCN2
NEUROD1,MGAT5B
HIF1A,CTF1
HIF1A,SLC22A5
MYC,IGF2BP1
MYC,PDCD4
PPARG,PGK1
PPARG,PRKCZ
SMAD3,TNFSF13
NR3C1,KRAS
NR3C1,RAF1
NFKB1,TNIP2
FOXA2,NEUROG3
GLIS3,NEUROG3
GATA4,EPO
IRF3,SH3PXD2A
POU5F1,ACTG2
POU5F1,CDH1
SMAD3,PLAU
SMAD3,CDH1
NFE2L2,MST1R
SATB1,IL4
NFATC2,LARGE1
NFE2L2,UGT1A1
NFATC2,NKX2-3
TFEB,LARGE1
IRF6,IRF6
NFE2L2,KRAS
RUNX2,PIP
NFKB1,TRIM28
NFE2L2,BACH1
POU3F1,GDNF
IRF4,PMAIP1
IRF4,IFNG
IRF4,CDKN1B
MYC,IRF4
ATF6,INS
SP7,SATB2
IKZF4,HBG1
MYC,ISL1
FOXP2,MET
MYC,FOXO3
SMAD2,PPARG
RUNX1,LITAF
RUNX1,GADD45A
HIF1A,ZNF267
FOSL1,EGF
MYOG,ISYNA1
PPARA,TNFSF10
DMAP1,CDH1
NFE2L2,FGF21
ATF6,DNAJB9
FOXA2,FABP3
NFKB1,OGA
NFKB1,PRKN
NFE2L2,NOS2
NEUROD1,COL1A2
IRF8,C1QB
SMAD2,IL2
SMAD3,IL2
FOXA2,AQP9
FOXA2,ATIC
HIF1A,IL17A
TFAP4,CD4
RUNX1,CD34
TWIST1,BMI1
NR3C1,SLC6A2
CAMTA1,ANXA2
CUX1,ECT2
NFKB1,PPP2R1A
MEF2B,SOST
SMAD9,SOST
IRF4,IL2
MEF2A,MUTYH
JUN,CCN3
MYOG,CCND3
MYC,BCL2L11
JUN,BPIFA1
JUNB,BPIFA1
RUNX1,EPOR
ID2,RB1
TCF7L2,G6PC1
RUNX1,CALCA
RUNX1,NTRK1
RUNX1,RET
RUNX1,GATA1
RUNX1,MCF2L2
RUNX1,HES1
NFKB1,CTCF
AIRE,AIRE
AIRE,IL2RA
AIRE,TSPOAP1
HR,MAP3K7
HR,TAB1
HR,TAB2
HR,TAB3
HR,TRIM5
IRF4,IL13
JUN,CFH
MEF2A,TRIM63
NFE2L2,CXCL8
MXI1,CXCL8
MYC,CXCL8
TP73,CD44
NR3C1,IL11
NEUROD1,NEUROG2
SP7,NELL1
ARNT,IRS2
TCF20,AR
TCF20,TCF20
NFKB1,FSCN1
SREBF2,HMGCR
IRF8,BAX
ZBTB16,FGFR1
ZBTB16,KRT14
ZBTB16,KRT9
HOXA7,EPB41
IRF3,CTNNB1
MEF2C,MEF2C
MYC,NAAA
SIX3,GAD1
NFATC2,PRL
NFATC2,STAT5A
JUN,F2R
JUNB,F2R
GATA4,PKD1
GATA4,PRKD3
HR,CHRNA7
NFKB1,NPHS1
RUNX1,BCL2L1
POU2F1,CAT
RUNX2,CCN2
TBP,AKT1
NFKB1,TNFRSF1B
TP73,RCHY1
ZNF362,ACAT1
POU5F1,HSPD1
JUN,CASP3
JUN,TNC
JUNB,TNC
HIF1A,CD164
JUN,CD164
JUNB,CD164
JUNB,PTPRO
NFKB1,TNIP1
PPARG,TNIP1
PPARA,TNIP1
MAF,IL22
CEBPG,IL18BP
IRF6,VIM
TCF7L2,CCND1
TCF7L2,EGR1
TWIST1,SNAI1
NFKB1,CYP4F11
CEBPG,PDLIM7
CUX1,PSIP1
POU1F1,CDKN2A
POU1F1,TP53
TWIST1,CCN5
NFYA,TGFBR2
PPARG,SLC2A1
SP7,VDR
SREBF1,TGFB1
RUNX1,SFRP1
NFKB1,ORAI1
RUNX2,CSF2
PPARA,PRDM16
ZEB1,ESRP2
HIF1A,MAP3K11
RUNX1,WNT5A
GFI1,LEP
RUNX2,GFI1
GFI1,RUNX2
NFATC2,IL31
HIF1A,GATA1
NFE2L2,TLE5
MYC,PRRX1
MYC,H2AZ1
SP7,EPHB2
TWIST1,ESR1
ZEB1,IFNL1
FOXA2,DIO1
VHL,TP53
SMAD6,FGFR1
SMAD6,KRAS
SMAD6,KRT27
SMAD6,ME3
MEF2C,PTP4A3
NFATC2,CBX3
HEY2,MMP10
NFKB1,PLA2G4C
MEF2A,GABRB3
JUN,IFNAR1
JUNB,IFNAR1
IRF3,IFNAR1
NFKB1,IFNAR1
NFKB1,ANKRD1
HOXA7,HOXA7
HOXA7,PCGF2
HIF1A,ABCC8
NFKB1,DAPK1
JUN,INSR
JUNB,INSR
GATA6,SLC2A4
ATF6,BGLAP
ATF6,TCIRG1
HIF1A,SLC2A3
NFATC2,NFATC2IP
NFATC2,TRAF2
SP7,VEGFA
TBX15,MSI1
NFKB1,POLR2F
HIF1A,KCNMB1
KLF3,WEE1
HIF1A,BTG2
HIF1A,NDRG1
IRF3,IL37
IRF3,IL23A
SALL4,SALL3
NFYB,IER5
NFYB,CDC25B
NFKB1,CLDN5
NFKB1,NDRG2
TBX15,EGFR
PPARG,F3
MYC,BAG2
POU5F1,MYOD1
JUN,IRAK3
JUN,CCR7
JUNB,CCR7
CNOT4,APP
MYC,RHOA
NR3C1,GH1
PPARG,SCNN1A
GATA6,DUSP16
GATA6,MAPK8
NFKB1,NAMPT
JUN,HMMR
AIRE,F11
HMGA1,MMP9
PPARG,MMP9
RUNX1,GFRA2
RUNX1,TRPV1
HR,MCPH1
CTCFL,FER
NFE2L2,HSP90B2P
HIF1A,NGB
NFKB1,NGB
PPARA,ATP2A2
PPARG,ATP2A2
RUNX2,KLK4
JUN,SLC4A4
NFKB1,ACHE
NFKB1,SLC4A4
NFE2L2,SOD1
MZF1,SERPINA3
PPARG,CIC
PPARA,CIC
NRG1,NOTCH1
HMGA1,CDC25A
NFKB1,CCN1
TWIST1,RELA
FOSL1,IL11
PPARA,RBP4
PPARG,RBP4
NR3C1,CYP3A7
RUNX1,FXYD2
SREBF2,USF1
NFKB1,JAK1
HR,PER2
IRF8,FAP
NFKB1,GTF2B
FOXA2,MMP7
PPARG,MAT2A
PPARA,MAT2A
NFE2L2,BCL2
HMGA1,CDH1
HMGA1,TWIST1
IRF4,FKBP4
MYC,VHL
SIX1,CDH1
HIF1A,ATP13A2
TWIST1,CDKN2A
NEUROD1,ATOH1
NFKB1,TNFSF13
NFKB1,HNF4A
CUX1,CHD4
JUN,CHD4
TCF3,GRIA1
ZNF384,TNFSF11
NFE2L2,PSMB5
HR,MMP1
MYC,PRMT1
HIF1A,VASP
JUN,PDCD4
NFKB1,FGF2
NFKB1,NUDT6
CEBPG,UCP1
MYOG,PAX7
MYOG,AGER
NR3C1,BRCA1
MYC,CXCL13
MYC,NFATC3
MYC,TNFSF11
NFATC2,MYC
PPARG,HK2
JUN,SERPINB2
DMRT1,CYP11B2
DMRT1,HSD3B2
MEF2C,MSTN
MEF2C,MLIP
MYC,CDK8
NFKB1,CCN3
HIF1A,PECAM1
DLX3,DSPP
JUN,SYK
ZNF331,DDX5
ZNF331,EIF5A
ZNF331,PNPT1
ZNF331,ZNF91
MYC,ELAVL1
ZFP42,FGF4
ZNF143,FGF4
ID2,GFAP
ID2,TUBB3
SALL4,KIT
NFE2L2,ERBB2
IRF6,FGF23
POU1F1,FGF23
JUN,PDPN
JUNB,PDPN
SP7,ALPL
JUN,HTT
JUNB,HTT
NFKB1,HTT
TSHZ1,MEIS3
TSHZ1,TSHZ1
HIF1A,CYBB
HIF1A,UTS2
MAFA,INS-IGF2
GFI1,ENTPD1
GFI1,NT5E
ZHX2,CCNA2
ZHX2,CCNE1
RUNX1,PCGF1
JUN,IL32
TFE3,VEGFA
NR3C1,RUNX2
RUNX2,CDKN1B
MEF2A,MYH7B
CUX1,IGHE
MYOG,IGF1
NFKB1,NFATC2
NFATC2,IL9
JUN,GPER1
JUNB,GPER1
GATA4,FSHR
PPARG,ELOVL3
HR,DLX3
RUNX1,CBFA2T2
JUNB,HAVCR2
POU5F1,CGA
AIRE,ICA1
PPARG,SP1
NFKB1,CASP1
NFKB1,CASP7
HR,CAMP
HIF1A,XPA
HIF1A,LPIN1
PPARG,CDH1
PPARG,SYK
HIF1A,RAPGEF3
CUX1,TOP2B
HIF1A,ARC
POU5F1,CDKN1A
JUN,CYP2B6
JUNB,CYP2B6
SREBF1,CD5L
RUNX2,NR2F2
PATZ1,BCL6
MEF2A,CAMK4
CEBPG,EGFR
SMAD3,IL9
HIF1A,S100A9
HIF1A,S100A8
TP73,RBM38
POU2F1,POLI
FOSL1,ESR1
JUN,IRAK1
JUNB,IRAK1
PPARA,FGF1
PPARG,FGF1
NEUROD1,NES
NEUROD1,NOTCH1
NFYA,HSPA5
TBP,HSPA5
BCL6,HSD17B1
BCL6,SLC22A6
BCL6,SLC22A8
NFATC2,CXCL8
IRF4,IKZF1
IRF8,IKZF1
IRF8,IRF5
ZNF395,SLC16A2
RUNX2,GDF10
TBP,CAMK4
GATA4,PIAS1
RUNX2,OSR2
SMAD3,OSR2
MYC,SRSF1
JUN,CLDN2
JUNB,CLDN2
NFE2L2,CAV1
MYC,SOX9
ESRRG,PCK1
NR1D1,GJA1
MYC,PLAU
GFI1,MBP
GFI1,PRG2
HIF1A,WDR83
ZBTB16,GATA4
MYC,ID3
MYC,PCSK1
TCF3,PCSK1
NFKB1,NLRP3
JUNB,AREG
MEF2A,CAMK2A
NEUROD1,GH1
RUNX1,RELA
JUN,ICOS
JUNB,ICOS
JUN,STAT3
JUNB,STAT3
HOXB7,PPP1R1B
ARNT,GAST
HIF1A,GAST
PPARG,LDLR
PPARG,PCSK9
ZFP42,RLIM
FOXA2,WNT6
GATA6,WNT6
KLF2,TCL1A
ATF6,PDIA6
IRF3,IL12B
SMAD3,SIRT1
JUN,SIRT1
CUX1,IKBKG
CUX1,TNFRSF1B
NFKB1,PKM
ZEB1,PTHLH
SP7,ADRA1D
IKZF4,MYH7B
IKZF4,MYH1
IKZF4,MYH14
RUNX1,CTSG
JUN,C1QTNF3
JUNB,C1QTNF3
NR3C1,NAT2
NR3C1,NAT1
SP7,SHH
PPARA,IFNB1
KLF2,GJA4
TWIST1,CLDN4
SFPQ,GJA1
SFPQ,SMC3
TBX15,SMC3
RUNX1,KRT1
HIF1A,BSG
MYC,SAE1
NFKB1,ABCA1
NFKB1,ABCG1
JUN,ITPR1
JUNB,ITPR1
CEBPG,DIO2
NFE2L2,DDIT3
FOXA2,MSX1
NR3C1,RASD1
NEUROD1,NUMBL
SMAD6,KLF1
NFE2L2,AOX1
HMGA1,SLC2A3
HMGA1,PRKAA1
MYC,GPC3
TBP,CCNA2
TBP,TAF7
NFKB1,SLC2A4
RUNX1,TNFAIP6
RUNX2,TNFAIP6
RUNX2,RUNX1
POU2F1,HOXB1
HOXB7,CLDN1
GATA4,CLDN1
BCL6,CDKN2B
JDP2,CARM1
NFKB1,CD46
HR,APOA1
SMAD3,NOX4
NEUROD1,GJD2
HR,BGLAP
CUX1,CRH
MYC,LAT
ATF6,CDKN2A
JUN,S100A2
JUNB,S100A2
NFKB1,CDX1
NFE2L2,SESN2
MEF2C,BMP4
NRG1,SMARCA4
TBX15,RASSF1
NR3C1,CCN5
NFATC2,TNFRSF12A
NFATC2,TNFSF12
GATA4,SIRT1
GATA4,TAL1
SMAD3,ZYX
HIF1A,PC
HIF1A,THEG
NFATC2,MDM2
PPARG,CIDEC
LYL1,ANGPT2
MYC,TSC22D3
NFE2L2,IQGAP1
NFKB1,PRKD3
ZIC1,CCND1
ZIC1,CDKN1A
ZIC1,CDKN1B
MYC,MAP4K1
NFKB1,EHMT1
SREBF2,DHCR24
MYC,CITED2
PROX1,PRKCB
TP73,BCL2
TP73,CCND1
TEAD4,IGFBP1
MZF1,MMP2
TBP,KRT36
TBP,ME3
LYL1,NKX3-1
LYL1,TAL1
JUNB,TLR9
GATA6,BMP2
NFKB1,PRKACA
JUN,PES1
JUNB,PES1
GFI1,CD8A
NFKB1,EZR
NFKB1,IGFBP2
NFE2L2,TXNIP
PPARG,MOGAT1
PPARG,MGAT1
TBP,IDE
TP73,BIK
DLX3,AKT1
IRF4,TSPO
BCL6,TNFRSF11A
MYC,PPP2R5D
TWIST1,CLU
HLX,BTG1
TCF3,TRIB2
ID2,LGALS1
NFKB1,NFE2L2
MYC,BRD4
HIF1A,MAPK9
MYC,APC
NFE2L2,APC
NFE2L2,CD44
MYC,NFE2L2
NFE2L2,MYC
NFE2L2,PCNA
NFE2L2,PTGS2
GATA4,CD2
HIF1A,CD24
JDP2,PLXNA2
IRF6,GRHL3
RUNX1,PTEN
MYC,PROM1
HIF1A,CX3CR1
NFKB1,THOC1
CEBPG,KDM6B
MYC,POLA1
JUN,KLF6
PPARA,RGS5
PPARG,RGS5
SMAD2,KRT14
NFKB1,BHLHE40
TCF3,FGF10
TCF3,FGFR2
RUNX2,FGF10
MEF2A,BDNF
JUN,ENPP2
JUNB,ENPP2
